Genes,aTc,W
b4000_3,aTc_8,0.829851635
b4000_4,aTc_0,0.904377586
b4000_4,aTc_2,0.952025926
b4000_4,aTc_4,0.945080309
b4000_4,aTc_6,0.935970056
b4000_4,aTc_8,0.950747442
b4043_1,aTc_0,1.016383269
b4043_1,aTc_2,1.27879019
b4043_1,aTc_4,0.973666107
b4043_1,aTc_6,0.731797528
b4043_1,aTc_8,0.971808655
b4043_2,aTc_0,0.959981329
b4043_2,aTc_2,1.042441448
b4043_2,aTc_4,0.774768305
b4043_2,aTc_6,0.966478117
b4043_2,aTc_8,1.070518765
b4043_3,aTc_0,0.950433957
b4043_3,aTc_2,1.068474479
b4043_3,aTc_4,0.809585356
b4043_3,aTc_6,0.858297938
b4043_3,aTc_8,0.936940894
b4043_4,aTc_0,0.874388889
b4043_4,aTc_2,0.90047005
b4043_4,aTc_4,0.710733656
b4043_4,aTc_6,0.943054366
b4043_4,aTc_8,1.011208253
b4172_1,aTc_0,1.062205205
b4172_1,aTc_2,1.061421629
b4172_1,aTc_4,1.026922552
b4172_1,aTc_6,1.095898344
b4172_1,aTc_8,1.0239363
b4172_2,aTc_0,1.035633744
b4172_2,aTc_2,1.035696217
b4172_2,aTc_4,1.033996732
b4172_2,aTc_6,1.16662048
b4172_2,aTc_8,1.130401771
b4172_3,aTc_0,0.942589624
b4172_3,aTc_2,1.110855879
b4172_3,aTc_4,1.024926966
b4172_3,aTc_6,1.073998608
b4172_3,aTc_8,1.047078383
b4172_4,aTc_0,1.009651965
b4172_4,aTc_2,1.017682995
b4172_4,aTc_4,1.004812028
b4172_4,aTc_6,1.086168883
b4172_4,aTc_8,1.077838838
b4203_1,aTc_0,1.081279594
b4203_1,aTc_2,1.102147464
b4203_1,aTc_4,1.051945484
b4203_1,aTc_6,1.038580877
b4203_1,aTc_8,1.023596286
b4203_2,aTc_0,1.072723712
b4203_2,aTc_2,1.022394548
b4203_2,aTc_4,1.043512046
b4203_2,aTc_6,1.054557561
b4203_2,aTc_8,1.054644784
b4203_3,aTc_0,0.989753271
b4203_3,aTc_2,1.023884632
b4203_3,aTc_4,1.058286447
b4203_3,aTc_6,0.931775726
b4203_3,aTc_8,0.983787361
b4203_4,aTc_0,1.074775672
b4203_4,aTc_2,0.997864244
b4203_4,aTc_4,0.917766901
b4203_4,aTc_6,1.052963006
b4203_4,aTc_8,1.01988849
b4243_1,aTc_0,1.047217092
b4243_1,aTc_2,1.077834196
b4243_1,aTc_4,1.066909659
b4243_1,aTc_6,1.09500817
b4243_1,aTc_8,1.062182513
b4243_2,aTc_0,1.066122025
b4243_2,aTc_2,1.031965808
b4243_2,aTc_4,1.087069264
b4243_2,aTc_6,1.152875464
b4243_2,aTc_8,1.109983069
b4243_3,aTc_0,0.989166104
b4243_3,aTc_2,1.026998362
b4243_3,aTc_4,1.042620929
b4243_3,aTc_6,1.070845106
b4243_3,aTc_8,1.059114713
b4243_4,aTc_0,1.05712892
b4243_4,aTc_2,1.018420516
b4243_4,aTc_4,0.913607009
b4243_4,aTc_6,1.05689487
b4243_4,aTc_8,1.04205408
b4373_1,aTc_0,1.091785949
b4373_1,aTc_2,1.131203543
b4373_1,aTc_4,1.061229083
b4373_1,aTc_6,1.111393541
b4373_1,aTc_8,1.02375963
b4373_2,aTc_0,1.054065504
b4373_2,aTc_2,1.049751205
b4373_2,aTc_4,1.002603291
b4373_2,aTc_6,1.036751051
b4373_2,aTc_8,0.963655276
b4373_3,aTc_0,1.041994299
b4373_3,aTc_2,1.045121513
b4373_3,aTc_4,1.029059023
b4373_3,aTc_6,1.099907237
b4373_3,aTc_8,0.986673791
b4373_4,aTc_0,0.972012685
b4373_4,aTc_2,1.034903394
b4373_4,aTc_4,0.755776139
b4373_4,aTc_6,0.967466829
b4373_4,aTc_8,0.92429236
