Genes,aTc,W
b4000_3,aTc_6,0.922597741
b4000_3,aTc_8,0.880759615
b4000_4,aTc_0,1.005774954
b4000_4,aTc_2,0.926423971
b4000_4,aTc_4,0.929044258
b4000_4,aTc_6,0.959516066
b4000_4,aTc_8,0.922701949
b4043_1,aTc_0,1.07237808
b4043_1,aTc_2,0.989757042
b4043_1,aTc_4,0.890997416
b4043_1,aTc_6,0.803464896
b4043_1,aTc_8,0.756637511
b4043_2,aTc_0,1.007442276
b4043_2,aTc_2,0.993577781
b4043_2,aTc_4,0.873172327
b4043_2,aTc_6,0.840122393
b4043_2,aTc_8,0.770517641
b4043_3,aTc_0,1.066401972
b4043_3,aTc_2,0.914870292
b4043_3,aTc_4,0.813083059
b4043_3,aTc_6,0.750561618
b4043_3,aTc_8,0.710535161
b4043_4,aTc_0,1.006115364
b4043_4,aTc_2,0.87568843
b4043_4,aTc_4,0.827889732
b4043_4,aTc_6,0.778933563
b4043_4,aTc_8,0.740689317
b4172_1,aTc_0,1.05762651
b4172_1,aTc_2,1.097775358
b4172_1,aTc_4,1.138002614
b4172_1,aTc_6,1.185122331
b4172_1,aTc_8,1.192186073
b4172_2,aTc_0,1.01684269
b4172_2,aTc_2,1.076176388
b4172_2,aTc_4,1.158232897
b4172_2,aTc_6,1.20360229
b4172_2,aTc_8,1.185090008
b4172_3,aTc_0,1.038861659
b4172_3,aTc_2,1.036295616
b4172_3,aTc_4,1.078553475
b4172_3,aTc_6,1.150509997
b4172_3,aTc_8,1.121001771
b4172_4,aTc_0,1.042286502
b4172_4,aTc_2,1.042378658
b4172_4,aTc_4,1.113808035
b4172_4,aTc_6,1.19310658
b4172_4,aTc_8,1.171784259
b4203_1,aTc_0,1.098843803
b4203_1,aTc_2,1.147001054
b4203_1,aTc_4,1.073469746
b4203_1,aTc_6,1.06944433
b4203_1,aTc_8,1.057942848
b4203_2,aTc_0,1.070330844
b4203_2,aTc_2,1.09251845
b4203_2,aTc_4,1.062217699
b4203_2,aTc_6,1.058775214
b4203_2,aTc_8,1.090364811
b4203_3,aTc_0,1.043176885
b4203_3,aTc_2,1.056032805
b4203_3,aTc_4,1.058240239
b4203_3,aTc_6,1.037114661
b4203_3,aTc_8,1.031824919
b4203_4,aTc_0,1.052352673
b4203_4,aTc_2,1.074080155
b4203_4,aTc_4,1.069968262
b4203_4,aTc_6,1.076723952
b4203_4,aTc_8,1.086025519
b4243_1,aTc_0,1.08292683
b4243_1,aTc_2,1.080530609
b4243_1,aTc_4,1.076779015
b4243_1,aTc_6,1.065922635
b4243_1,aTc_8,1.097445989
b4243_2,aTc_0,1.047942011
b4243_2,aTc_2,1.13343765
b4243_2,aTc_4,1.083876582
b4243_2,aTc_6,1.132081051
b4243_2,aTc_8,1.151413172
b4243_3,aTc_0,1.037605918
b4243_3,aTc_2,1.076316593
b4243_3,aTc_4,1.055846429
b4243_3,aTc_6,1.078051866
b4243_3,aTc_8,1.074462999
b4243_4,aTc_0,1.040998166
b4243_4,aTc_2,1.075099374
b4243_4,aTc_4,1.074063587
b4243_4,aTc_6,1.112155266
b4243_4,aTc_8,1.119368402
b4373_1,aTc_0,1.101072317
b4373_1,aTc_2,1.092756331
b4373_1,aTc_4,1.074519614
b4373_1,aTc_6,1.079194339
b4373_1,aTc_8,1.114104097
b4373_2,aTc_0,1.061636584
b4373_2,aTc_2,1.109177629
b4373_2,aTc_4,1.030137553
b4373_2,aTc_6,1.062885328
b4373_2,aTc_8,0.921059102
b4373_3,aTc_0,1.058563024
b4373_3,aTc_2,1.04689595
b4373_3,aTc_4,1.045712174
b4373_3,aTc_6,1.051463694
b4373_3,aTc_8,1.030281118
b4373_4,aTc_0,1.01618451
b4373_4,aTc_2,1.076459779
b4373_4,aTc_4,1.004819478
b4373_4,aTc_6,1.044359114
b4373_4,aTc_8,1.073180562
