Genes,aTc,W
b4000_4,aTc_0,1.040712742
b4000_4,aTc_2,0.861522339
b4000_4,aTc_4,0.880279309
b4000_4,aTc_6,0.884093692
b4000_4,aTc_8,0.672421396
b4043_1,aTc_0,0.835478295
b4043_1,aTc_2,1.002153467
b4043_1,aTc_4,0.822566994
b4043_1,aTc_6,0.942124589
b4043_1,aTc_8,1.043980973
b4043_2,aTc_0,0.948432362
b4043_2,aTc_2,0.824180154
b4043_2,aTc_4,1.245947628
b4043_2,aTc_6,1.131928936
b4043_2,aTc_8,1.033964037
b4043_3,aTc_0,1.100685816
b4043_3,aTc_2,0.891952421
b4043_3,aTc_4,0.976407481
b4043_3,aTc_6,0.707783413
b4043_3,aTc_8,1.019672529
b4043_4,aTc_0,1.080354725
b4043_4,aTc_2,0.935177902
b4043_4,aTc_4,1.038040104
b4043_4,aTc_6,1.00733978
b4043_4,aTc_8,0.882836552
b4172_1,aTc_0,0.763660428
b4172_1,aTc_2,0.868696611
b4172_1,aTc_4,0.957667619
b4172_1,aTc_6,0.938896952
b4172_1,aTc_8,1.280018257
b4172_2,aTc_0,0.938192691
b4172_2,aTc_2,1.203710343
b4172_2,aTc_4,0.823923356
b4172_2,aTc_6,1.43493568
b4172_2,aTc_8,0.940280468
b4172_3,aTc_0,1.053084163
b4172_3,aTc_2,1.007302842
b4172_3,aTc_4,0.838681956
b4172_3,aTc_6,0.702230375
b4172_3,aTc_8,0.920068016
b4172_4,aTc_0,0.784371109
b4172_4,aTc_2,0.79941527
b4172_4,aTc_4,1.251964399
b4172_4,aTc_6,1.265806631
b4172_4,aTc_8,1.281373615
b4203_1,aTc_0,0.83736879
b4203_1,aTc_2,1.289400002
b4203_1,aTc_4,0.981577902
b4203_1,aTc_6,1.150493338
b4203_1,aTc_8,2.779322049
b4203_2,aTc_0,1.254203383
b4203_2,aTc_2,1.046386212
b4203_2,aTc_4,0.819067896
b4203_2,aTc_6,1.045602489
b4203_2,aTc_8,0.92002746
b4203_3,aTc_0,1.365321344
b4203_3,aTc_2,1.312694672
b4203_3,aTc_4,0.786832109
b4203_3,aTc_6,0.695180891
b4203_3,aTc_8,1.000674218
b4203_4,aTc_0,0.912546408
b4203_4,aTc_2,0.875608164
b4203_4,aTc_4,0.867514711
b4203_4,aTc_6,1.337368309
b4203_4,aTc_8,1.479193134
b4243_1,aTc_0,0.871549732
b4243_1,aTc_2,1.039009989
b4243_1,aTc_4,1.220285787
b4243_1,aTc_6,0.980203972
b4243_1,aTc_8,1.437630333
b4243_2,aTc_0,1.430667774
b4243_2,aTc_2,0.858721095
b4243_2,aTc_4,0.826569585
b4243_2,aTc_6,1.194942401
b4243_2,aTc_8,1.079739863
b4243_3,aTc_0,1.142043016
b4243_3,aTc_2,1.13050984
b4243_3,aTc_4,0.715083144
b4243_3,aTc_6,0.732445027
b4243_3,aTc_8,0.905474445
b4243_4,aTc_0,0.968796218
b4243_4,aTc_2,0.907386931
b4243_4,aTc_4,0.81950697
b4243_4,aTc_6,0.952902858
b4243_4,aTc_8,1.276548347
b4373_1,aTc_0,0.806238082
b4373_1,aTc_2,1.203261312
b4373_1,aTc_4,1.338103866
b4373_1,aTc_6,1.125043714
b4373_1,aTc_8,1.500321304
b4373_2,aTc_0,0.813241292
b4373_2,aTc_2,1.137070402
b4373_2,aTc_4,1.069590802
b4373_2,aTc_6,1.099446465
b4373_2,aTc_8,0.913678771
b4373_3,aTc_0,1.266653771
b4373_3,aTc_2,0.802371773
b4373_3,aTc_4,0.792087971
b4373_3,aTc_6,0.688814582
b4373_3,aTc_8,0.759538709
b4373_4,aTc_0,0.889570146
b4373_4,aTc_2,0.976148433
b4373_4,aTc_4,0.886042353
b4373_4,aTc_6,0.693143925
b4373_4,aTc_8,1.172143602
