Genes,aTc,W
b4000_4,aTc_0,0.87823445
b4000_4,aTc_2,0.817525042
b4000_4,aTc_4,0.799064881
b4000_4,aTc_6,0.808151901
b4000_4,aTc_8,0.811160044
b4043_1,aTc_0,1.118055738
b4043_1,aTc_2,0.897809178
b4043_1,aTc_4,0.831501835
b4043_1,aTc_6,0.732580987
b4043_1,aTc_8,0.71720932
b4043_2,aTc_0,1.078257671
b4043_2,aTc_2,0.881317124
b4043_2,aTc_4,0.819971913
b4043_2,aTc_6,0.775143096
b4043_2,aTc_8,0.703003371
b4043_3,aTc_0,0.902947073
b4043_3,aTc_2,0.75427062
b4043_3,aTc_4,0.702359415
b4043_3,aTc_6,0.641361412
b4043_3,aTc_8,0.617204007
b4043_4,aTc_0,0.906356317
b4043_4,aTc_2,0.745900226
b4043_4,aTc_4,0.684859841
b4043_4,aTc_6,0.679757303
b4043_4,aTc_8,0.629063577
b4172_1,aTc_0,1.09979516
b4172_1,aTc_2,1.17474623
b4172_1,aTc_4,1.178407289
b4172_1,aTc_6,1.196932104
b4172_1,aTc_8,1.140229739
b4172_2,aTc_0,1.138657471
b4172_2,aTc_2,1.213398296
b4172_2,aTc_4,1.14563768
b4172_2,aTc_6,1.201718185
b4172_2,aTc_8,1.186620581
b4172_3,aTc_0,0.945790299
b4172_3,aTc_2,1.055134199
b4172_3,aTc_4,1.027147741
b4172_3,aTc_6,1.071437712
b4172_3,aTc_8,1.030645085
b4172_4,aTc_0,0.927336504
b4172_4,aTc_2,0.965192521
b4172_4,aTc_4,1.060927268
b4172_4,aTc_6,1.11761167
b4172_4,aTc_8,1.059586186
b4203_1,aTc_0,1.149898083
b4203_1,aTc_2,1.191773316
b4203_1,aTc_4,1.126170873
b4203_1,aTc_6,1.068884061
b4203_1,aTc_8,1.085506546
b4203_2,aTc_0,1.219044631
b4203_2,aTc_2,1.137204698
b4203_2,aTc_4,1.113300041
b4203_2,aTc_6,1.098943476
b4203_2,aTc_8,1.11350725
b4203_3,aTc_0,0.984350344
b4203_3,aTc_2,1.001708557
b4203_3,aTc_4,0.954212999
b4203_3,aTc_6,0.93464805
b4203_3,aTc_8,0.976381233
b4203_4,aTc_0,0.998019898
b4203_4,aTc_2,0.985115222
b4203_4,aTc_4,0.945957224
b4203_4,aTc_6,0.979752162
b4203_4,aTc_8,0.979616427
b4243_1,aTc_0,1.119202583
b4243_1,aTc_2,1.198559804
b4243_1,aTc_4,1.170188343
b4243_1,aTc_6,1.17196474
b4243_1,aTc_8,1.099781697
b4243_2,aTc_0,1.138383345
b4243_2,aTc_2,1.207322581
b4243_2,aTc_4,1.155567555
b4243_2,aTc_6,1.121558238
b4243_2,aTc_8,1.23363376
b4243_3,aTc_0,0.994820942
b4243_3,aTc_2,0.962623768
b4243_3,aTc_4,0.970519869
b4243_3,aTc_6,0.999129458
b4243_3,aTc_8,1.00200726
b4243_4,aTc_0,0.973154656
b4243_4,aTc_2,0.980623516
b4243_4,aTc_4,0.973344502
b4243_4,aTc_6,0.942435434
b4243_4,aTc_8,1.006092745
b4373_1,aTc_0,1.140849378
b4373_1,aTc_2,1.208837539
b4373_1,aTc_4,1.153797764
b4373_1,aTc_6,1.102619272
b4373_1,aTc_8,1.126023537
b4373_2,aTc_0,1.137631775
b4373_2,aTc_2,1.160048959
b4373_2,aTc_4,1.08557489
b4373_2,aTc_6,1.136252917
b4373_2,aTc_8,1.092676796
b4373_3,aTc_0,0.976270397
b4373_3,aTc_2,0.998454919
b4373_3,aTc_4,0.965328984
b4373_3,aTc_6,0.991924376
b4373_3,aTc_8,0.936854322
b4373_4,aTc_0,0.969977679
b4373_4,aTc_2,1.012305027
b4373_4,aTc_4,0.947821268
b4373_4,aTc_6,1.03884263
b4373_4,aTc_8,0.94055827
